% Received,입고율(%)
% Returned,반품률
% of materials billed against this Sales Order,이 수주서의 자재 매출전표 반영률
% of materials delivered against this Pick List,이 피킹리스트에서 출고된 자재의 비율
% of materials delivered against this Sales Order,이 수주서의 자재 출고율
&copy; Frappe Technologies Pvt. Ltd. and contributors,&copy; Frappe Technologies Pvt. Ltd. 및 기여자
&lt;head&gt; HTML,&lt;head&gt; HTML
'*' is only allowed in {0} SQL function(s),'*'는 {0} SQL 함수에서만 허용됩니다.
'Account' in the Accounting section of Customer {0},고객 {0}의 회계 섹션에 있는 '계정과목'
'Allow Multiple Sales Orders Against a Customer's Purchase Order','고객의 발주서에 대해 여러 수주서를 허용합니다'
'Based On' and 'Group By' can not be same,'기준'과 '그룹별'은 동일할 수 없습니다.
'Days Since Last Order' must be greater than or equal to zero,'마지막 주문 이후 일수'는 0보다 크거나 같아야 합니다.
'Default {0} Account' in Company {1},회사 {1}의 '기본 {0} 계정과목'
'Entries' cannot be empty,'전표 항목'은 비워 둘 수 없습니다
'From Date' is required,'시작일'은 필수입니다.
'From Date' must be after 'To Date','시작일'은 '종료일' 이후여야 합니다.
'Has Serial No' can not be 'Yes' for non-stock item,비재고 품목은 '일련번호 관리'를 '예'로 설정할 수 없습니다.
'In Global Search' is not allowed for field {0} of type {1},'{1} 유형의 필드 {0}'에는 '전체 검색에 포함'을 사용할 수 없습니다
'In Global Search' not allowed for type {0} in row {1},{1} 행의 {0} 유형에는 '전역 검색'이 허용되지 않습니다.
'In List View' is not allowed for field {0} of type {1},'{1} 유형의 필드 {0}'에는 '목록 보기에 표시'를 사용할 수 없습니다
'In List View' not allowed for type {0} in row {1},{1}행의 {0} 유형에는 '목록 보기에 표시'를 사용할 수 없습니다
"'Inspection Required before Delivery' has disabled for the item {0}, no need to create the QI",품목 {0}의 '출고 전 검사 필수'가 비활성화되어 있어 품질검사를 생성할 필요가 없습니다.
"'Inspection Required before Purchase' has disabled for the item {0}, no need to create the QI",품목 {0}의 '구매 전 검사 필수'가 비활성화되어 있어 품질검사를 생성할 필요가 없습니다.
'Opening','기초'
'Recipients' not specified,'수신자'가 지정되지 않았습니다
'To Date' is required,'종료일'은 필수입니다.
'To Package No.' cannot be less than 'From Package No.','종료 포장번호'는 '시작 포장번호'보다 작을 수 없습니다.
'Update Stock' can not be checked because items are not delivered via {0},품목이 {0}을 통해 출고되지 않으므로 '재고 업데이트'를 선택할 수 없습니다.
'Update Stock' cannot be checked for fixed asset sale,고정자산 매각 시에는 '재고 반영'을 선택할 수 없습니다
'Verification Link Expiry Duration' must be between 15 to 60 minutes.,'확인 링크 유효기간'은 15~60분 사이여야 합니다.
'{0}' account is already used by {1}. Use another account.,은행계정 '{0}'은(는) 이미 {1}에서 사용 중입니다. 다른 계정을 사용해 주세요.
'{0}' has been already added.,'{0}'가 이미 추가되었습니다.
'{0}' is not a valid IBAN,'{0}'은(는) 올바른 IBAN이 아닙니다
'{0}' is not a valid URL,'{0}'은(는) 올바른 URL이 아닙니다
'{0}' not allowed for type {1} in row {2},{2} 행의 {1} 유형에는 '{0}'가 허용되지 않습니다.
'{0}' should be in company currency {1}.,'{0}'는 회사 통화 {1}에 있어야 합니다.
(A) Qty After Transaction,(A) 거래 후 수량
(B) Expected Qty After Transaction,(B) 거래 후 예상수량
(C) Total Qty in Queue,(C) 대기열 총수량
(C) Total qty in queue,(C) 대기열 총수량
(D) Balance Stock Value,(D) 잔여 재고금액
(Daily Yield * No of Units Produced) / 100,(일일 생산량 * 생산수량) / 100
(E) Balance Stock Value in Queue,(E) 대기열 잔여 재고금액
(F) Change in Stock Value,(F) 재고금액 변동
(Forecast),(예측)
(G) Sum of Change in Stock Value,(G) 재고금액 변동 합계
(Good Units Produced / Total Units Produced) × 100,(양품 생산수량 / 총 생산수량) × 100
(H) Change in Stock Value (FIFO Queue),(H) 재고금액 변동(FIFO 대기열)
(H) Valuation Rate,(H) 평가단가
(Hour Rate / 60) * Actual Operation Time,(시간당 단가 / 60) * 실제 공정시간
(I) Valuation Rate,(I) 평가단가
(J) Valuation Rate as per FIFO,(J) FIFO 기준 평가단가
(K) Valuation = Value (D) ÷ Qty (A),(K) 평가금액 = 금액(D) ÷ 수량(A)
(Mandatory),(필수)
(Purchase Order + Material Request + Actual Expense),(발주서 + 자재요청서 + 실제 비용)
(Total Workstation Time / Manufacturing Time) * 60,(총 작업장 시간 / 생산시간) * 60
(including),(포함)
(none),(없음)
"),I=t.anchor=_(","),I=t.anchor=_("
* Will be calculated in the transaction.,* 거래 시 계산됩니다.
** Failed: {0} to {1}: {2},** 실패: {0} ~ {1}: {2}
+ Add / Remove Fields,+ 필드 추가 / 제거
+ Add Price,+ 단가 추가
0 - 30 Days,0~30일
0 - Draft; 1 - Submitted; 2 - Cancelled,0 - 작성 중; 1 - 확정됨; 2 - 취소됨
"0 - too guessable: risky password.
<br>
1 - very guessable: protection from throttled online attacks. 
<br>
2 - somewhat guessable: protection from unthrottled online attacks.
<br>
3 - safely unguessable: moderate protection from offline slow-hash scenario.
<br>
4 - very unguessable: strong protection from offline slow-hash scenario.","0 - 너무 추측 가능함: 위험한 비밀번호입니다.
<br>
1 - 매우 추측 가능: 제한된 온라인 공격으로부터 보호합니다. 
<br>
2 - 다소 추측 가능: 제한되지 않은 온라인 공격으로부터 보호합니다.
<br>
3 - 안전하게 추측할 수 없음: 오프라인 느린 해시 시나리오로부터 적당한 보호를 제공합니다.
<br>
4 - 매우 추측 불가능: 오프라인 느린 해시 시나리오로부터 강력한 보호."
0 is highest,0이 가장 높음
0-30,0-30
0-30 Days,0-30일
1 = True & 0 = False,1 = True & 0 = False
"1 Currency = [?] Fraction
For e.g. 1 USD = 100 Cent","1 통화 = [?] 분수
예를 들어 1달러 = 100센트"
1 Day,1일
1 Google Calendar Event synced.,Google 캘린더 이벤트 1개를 동기화했습니다.
1 Loyalty Points = How much base currency?,로열티 포인트 1점 = 기준통화 환산금액
1 Report,보고서 1개
1 day ago,1일 전
1 hour,1시간
1 hour ago,1시간 전
1 hr,1시간
1 invoice,청구서 1건
1 minute ago,1분 전
1 month ago,1개월 전
1 of 2,2개 중 1개
1 record will be exported,레코드 1개를 내보냅니다
1 row from {0},{0}에서 1개 행 제거
1 row from {0},{0}에서 1개 행 제거,User removed row from child table
1 row to {0},{0}에 1개 행 추가
1 row to {0},{0}에 1개 행 추가,User added row to child table
1 second ago,1초 전
1 week ago,1주 전
1 year ago,1년 전
1-10,1~10명
1000+,"1,000명 이상"
11-50,11~50명
1{0},1{0}
2 Yearly,2년마다
2 hours ago,2시간 전
2 months ago,2개월 전
2 weeks ago,2주 전
2 years ago,2년 전
201-500,201~500명
3 Yearly,3년마다
3 minutes ago,3분 전
30 - 60 Days,30~60일
30 mins,30분
30 minutes,30분
30-60,30-60
30-60 Days,30-60일
4 hours,4시간
5 Records,레코드 5개
5 days ago,5일 전
501-1000,"501~1,000명"
51-200,51~200명
6 hrs,6시간
60 - 90 Days,60~90일
60-90,60-90
60-90 Days,60-90일
90 - 120 Days,90~120일
90 Above,90 이상
<,<
<0,<0
<0,<0,0
<=,<=
"<a href=""https://docs.frappe.io/framework/user/en/api/rest#1-token-based-authentication"" target=""_blank"">
  Click here to learn about token-based authentication
</a>","<a href=""https://docs.frappe.io/framework/user/en/api/rest#1-token-based-authentication"" target=""_blank"">
  토큰 기반 인증에 대해 알아보려면 여기를 클릭하세요.
</a>"
"<b>Cannot create asset.</b><br><br>You're trying to create <b>{0} asset(s)</b> from {2} {3}.<br>However, only <b>{1} item(s)</b> were purchased and <b>{4} asset(s)</b> already exist against {5}.","<b>자산을 생성할 수 없습니다.</b><br><br>{2} {3}에서 <b>자산 {0}개</b>를 생성하려고 합니다.<br>하지만 매입한 품목은 <b>{1}개</b>이고, {5}에 이미 <b>자산 {4}개</b>가 있습니다."
<b>From Time</b> cannot be later than <b>To Time</b> for {0},{0}의 <b>시작 시간</b>은 <b>종료 시간</b>보다 늦을 수 없습니다.
<b>Row #{0}:</b> Bundle {1} in warehouse {2} has insufficient packed items:<br><div style='margin-top: 15px;'><ul style='line-height: 0.8;'>{3}</ul></div>,<b>#{0}행:</b> 창고 {2}의 제품묶음 {1}에 포함된 품목의 재고가 부족합니다:<br><div style='margin-top: 15px;'><ul style='line-height: 0.8;'>{3}</ul></div>
<b>{0}</b> is not a valid URL,<b>{0}</b>은(는) 올바른 URL이 아닙니다
"<br>
<h4>Note</h4>
<ul>
<li>
You can use <a href=""https://jinja.palletsprojects.com/en/2.11.x/"" target=""_blank"">Jinja tags</a> in <b>Subject</b> and <b>Body</b> fields for dynamic values.
</li><li>
    All fields in this doctype are available under the <b>doc</b> object and all fields for the customer to whom the mail will go to is available under the  <b>customer</b> object.
</li></ul>
<h4> Examples</h4>
<!-- {% raw %} -->
<ul>
    <li><b>Subject</b>:<br><br><pre><code>Statement Of Accounts for {{ customer.customer_name }}</code></pre><br></li>
    <li><b>Body</b>: <br><br>
<pre><code>Hello {{ customer.customer_name }},<br>PFA your Statement Of Accounts from {{ doc.from_date }} to {{ doc.to_date }}.</code> </pre></li>
</ul>
<!-- {% endraw %} -->","<br>
<h4>참고</h4>
<ul>
<li>
동적 값을 사용하려면 <b>제목</b>과 <b>본문</b> 필드에 <a href=""https://jinja.palletsprojects.com/en/2.11.x/"" target=""_blank"">Jinja 태그</a>를 사용할 수 있습니다.
</li><li>
    이 DocType의 모든 필드는 <b>doc</b> 객체에서 사용할 수 있으며, 메일을 받을 고객의 모든 필드는  <b>customer</b> 객체에서 사용할 수 있습니다.
</li></ul>
<h4> 예시</h4>
<!-- {% raw %} -->
<ul>
    <li><b>제목</b>:<br><br><pre><code>{{ customer.customer_name }} 계정 명세서</code></pre><br></li>
    <li><b>본문</b>: <br><br>
<pre><code>{{ customer.customer_name }} 고객님, 안녕하세요.<br>{{ doc.from_date }}부터 {{ doc.to_date }}까지의 계정 명세서를 첨부합니다.</code> </pre></li>
</ul>
<!-- {% endraw %} -->"
"<div class=""alert"">Please don't update it as it can mess up your form. Use the Customize Form View and Custom Fields to set properties!</div>","<div class=""alert"">양식이 손상될 수 있으므로 수정하지 마세요. 속성은 양식 사용자 정의 보기 및 사용자 정의 필드에서 설정하세요.</div>"
"<div class=""columnHeading"">Other Details</div>","<div class=""columnHeading"">기타 상세</div>"
"<div class=""ql-editor read-mode""><p>Request a file containing your personally identifiable information (PII) that is saved on our system. The file will be in JSON format and is sent to you by email. If you would like to have your PII deleted from our system, please make a <a href=""/request-to-delete-data"" rel=""noopener noreferrer"">request to delete data</a>.</p></div>","<div class=""ql-editor read-mode""><p>시스템에 저장된 개인 식별 정보(PII)가 포함된 파일을 요청해 주세요. 파일은 JSON 형식으로 이메일로 전송됩니다. 시스템에서 PII를 삭제하려면 <a href=""/request-to-delete-data"" rel=""noopener noreferrer"">데이터 삭제를 요청</a>해 주세요.</p></div>"
"<div class=""ql-editor read-mode""><p>Send a request to delete your account and personally identifiable information (PII) that is stored on our system. You will receive an email to verify your request. Once the request is verified we will take care of deleting your PII. If you just want to check what PII we have stored, you can <a href=""/request-data"" rel=""noopener noreferrer"">request your data</a>.</p></div>","<div class=""ql-editor read-mode""><p>시스템에 저장된 계정과 개인 식별 정보(PII)의 삭제를 요청해 주세요. 요청 확인 이메일이 전송되며, 요청이 확인되면 PII를 삭제합니다. 저장된 PII만 확인하려면 <a href=""/request-data"" rel=""noopener noreferrer"">데이터를 요청</a>할 수 있습니다.</p></div>"
"<div class=""text-muted text-center"">No Matching Bank Transactions Found</div>","<div class=""text-muted text-center"">일치하는 은행 거래 내역을 찾을 수 없습니다</div>"
"<div class=""text-muted text-center"">{0}</div>","<div class=""text-muted text-center"">{0}</div>"
"<div class=""well"">
    Edit list of Series in the box. Rules:
    <ul>
        <li>Each Series Prefix on a new line.</li>
        <li>Allowed special characters are ""/"" and ""-""</li>
        <li>
            Optionally, set the number of digits in the series using dot (.)
            followed by hashes (#). For example, "".####"" means that the series
            will have four digits. Default is five digits.
        </li>
        <li>
            You can also use variables in the series name by putting them
            between (.) dots
            <br>
            Supported Variables:
            <ul>
                <li><code>.YYYY.</code> - Year in 4 digits</li>
                <li><code>.YY.</code> - Year in 2 digits</li>
                <li><code>.MM.</code> - Month</li>
                <li><code>.DD.</code> - Day of month</li>
                <li><code>.WW.</code> - Week of the year</li>
                <li>
                    <code>.{fieldname}.</code> - fieldname on the document e.g.
                    <code>branch</code>
                </li>
                <li><code>.FY.</code> - Fiscal Year (requires ERPNext to be installed)</li>
                <li><code>.ABBR.</code> - Company Abbreviation (requires ERPNext to be installed)</li>
            </ul>
        </li>
    </ul>
    Examples:
    <ul>
        <li>INV-</li>
        <li>INV-10-</li>
        <li>INVK-</li>
        <li>INV-.YYYY.-.{branch}.-.MM.-.####</li>
    </ul>
</div>
<br>
","<div class=""well"">
    상자에서 번호 부여 규칙 목록을 수정합니다. 규칙:
    <ul>
        <li>각 접두사는 새 줄에 입력합니다.</li>
        <li>사용할 수 있는 특수문자는 ""/""와 ""-""입니다.</li>
        <li>
            점(.) 뒤에 해시(#)를 입력하여 자릿수를 지정할 수 있습니다.
            예를 들어 "".####""은 번호가 네 자리임을 뜻합니다.
            기본값은 다섯 자리입니다.
        </li>
        <li>
            변수명을 번호에 사용할 수도 있습니다.
            점(.) 사이에 넣어 주세요.
            <br>
            지원 변수:
            <ul>
                <li><code>.YYYY.</code> - 네 자리 연도</li>
                <li><code>.YY.</code> - 두 자리 연도</li>
                <li><code>.MM.</code> - 월</li>
                <li><code>.DD.</code> - 일</li>
                <li><code>.WW.</code> - 연중 주차</li>
                <li>
                    <code>.{fieldname}.</code> - 문서의 필드명(예:
                    <code>branch</code>)
                </li>
                <li><code>.FY.</code> - 회계연도(ERPNext 설치 필요)</li>
                <li><code>.ABBR.</code> - 회사 약어(ERPNext 설치 필요)</li>
            </ul>
        </li>
    </ul>
    예시:
    <ul>
        <li>INV-</li>
        <li>INV-10-</li>
        <li>INVK-</li>
        <li>INV-.YYYY.-.{branch}.-.MM.-.####</li>
    </ul>
</div>
<br>
"
"<div id=""stock-levels-placeholder""></div>","<div id=""stock-levels-placeholder""></div>"
"<div id=\""item-prices-container\""></div>","<div id=\""item-prices-container\""></div>"
"<div style=""margin-bottom:10px; color: var(--gray-500) !important;"">Define alternate units for this item. Eg: 1 Box = 12 Nos, set conversion factor as 12. (Will also apply for variants) <a href=""https://docs.frappe.io/erpnext/uom"" target=""_blank"">Learn more &#8594;</a></div>","<div style=""margin-bottom:10px; color: var(--gray-500) !important;"">이 품목의 대체 단위를 정의합니다. 예: 1상자 = 12개이면 환산계수를 12로 설정합니다. (파생 품목에도 적용됩니다.) <a href=""https://docs.frappe.io/erpnext/uom"" target=""_blank"">자세히 보기 &#8594;</a></div>"
"<div style=""margin-bottom:10px; color: var(--gray-500) !important;"">Define alternate units for this item. Eg: 1 Box = 12 Nos, set conversion factor as 12. (Will also apply for variants) <a href=""https://docs.frappe.io/mes_euidos/uom"" target=""_blank"">Learn more &#8594;</a></div>","<div style=""margin-bottom:10px; color: var(--gray-500) !important;"">이 품목의 대체 단위를 설정합니다. 예: 1박스 = 12개이면 환산계수를 12로 설정하세요. 파생 품목에도 적용됩니다. <a href=""https://docs.frappe.io/mes_euidos/uom"" target=""_blank"">자세히 보기 &#8594;</a></div>"
"<div>
<h3> All dimensions in centimeter only </h3>
</div>","<div>
<h3> 모든 치수는 센티미터 단위입니다. </h3>
</div>"
"<h3>About Product Bundle</h3>

<p>Aggregate group of <b>Items</b> into another <b>Item</b>. This is useful if you are bundling a certain <b>Items</b> into a package and you maintain stock of the packed <b>Items</b> and not the aggregate <b>Item</b>.</p>
<p>The package <b>Item</b> will have <code>Is Stock Item</code> as <b>No</b> and <code>Is Sales Item</code> as <b>Yes</b>.</p>
<h4>Example:</h4>
<p>If you are selling Laptops and Backpacks separately and have a special price if the customer buys both, then the Laptop + Backpack will be a new Product Bundle Item.</p>","<h3>제품 묶음 안내</h3>

<p>여러 <b>품목</b>을 하나의 <b>품목</b>으로 묶습니다. 특정 <b>품목</b>을 패키지로 판매하면서 구성 <b>품목</b>의 재고만 관리하고 묶음 <b>품목</b>의 재고는 관리하지 않을 때 유용합니다.</p>
<p>패키지 <b>품목</b>은 <code>재고 품목 여부</code>가 <b>아니요</b>이고 <code>판매 품목 여부</code>가 <b>예</b>입니다.</p>
<h4>예:</h4>
<p>노트북과 백팩을 별도로 판매하면서 함께 구매할 때 특별 가격을 적용하려면 노트북 + 백팩을 새 제품 묶음 품목으로 등록합니다.</p>"
"<h3>Currency Exchange Settings Help</h3>
<p>There are 3 variables that could be used within the endpoint, result key and in values of the parameter.</p>
<p>Exchange rate between {from_currency} and {to_currency} on {transaction_date} is fetched by the API.</p>
<p>Example: If your endpoint is exchange.com/2021-08-01, then, you will have to input exchange.com/{transaction_date}</p>","<h3>환율 설정 도움말</h3>
<p>엔드포인트, 결과 키 및 매개변수 값에 사용할 수 있는 변수가 3개 있습니다.</p>
<p>{transaction_date}의 {from_currency}와 {to_currency} 간 환율을 API로 가져옵니다.</p>
<p>예: 엔드포인트가 exchange.com/2021-08-01이면 exchange.com/{transaction_date}를 입력해야 합니다.</p>"
"<h3>Custom CSS Help</h3>

<p>Notes:</p>

<ol>
<li>All field groups (label + value) are set attributes <code>data-fieldtype</code> and <code>data-fieldname</code></li>
<li>All values are given class <code>value</code></li>
<li>All Section Breaks are given class <code>section-break</code></li>
<li>All Column Breaks are given class <code>column-break</code></li>
</ol>

<h4>Examples</h4>

<p>1. Left align integers</p>

<pre><code>[data-fieldtype=""Int""] .value { text-align: left; }</code></pre>

<p>1. Add border to sections except the last section</p>

<pre><code>.section-break { padding: 30px 0px; border-bottom: 1px solid #eee; }
.section-break:last-child { padding-bottom: 0px; border-bottom: 0px;  }</code></pre>
","<h3>사용자 정의 CSS 도움말</h3>

<p>참고:</p>

<ol>
<li>모든 필드 그룹(표시명 + 값)에는 다음 속성이 설정됩니다: <code>data-fieldtype</code> 및 <code>data-fieldname</code></li>
<li>모든 값에는 다음 클래스가 지정됩니다: <code>value</code></li>
<li>모든 섹션 나누기에는 다음 클래스가 지정됩니다: <code>section-break</code></li>
<li>모든 열 나누기에는 다음 클래스가 지정됩니다: <code>column-break</code></li>
</ol>

<h4>예시</h4>

<p>1. 정수를 왼쪽 정렬</p>

<pre><code>[data-fieldtype=""Int""] .value { text-align: left; }</code></pre>

<p>1. 마지막 섹션을 제외한 섹션에 테두리 추가</p>

<pre><code>.section-break { padding: 30px 0px; border-bottom: 1px solid #eee; }
.section-break:last-child { padding-bottom: 0px; border-bottom: 0px;  }</code></pre>
"
"<h3>Print Format Help</h3>
<hr>
<h4>Introduction</h4>
<p>Print Formats are rendered on the server side using the Jinja Templating Language. All forms have access to the <code>doc</code> object which contains information about the document that is being formatted. You can also access common utilities via the <code>frappe</code> module.</p>
<p>For styling, the Boostrap CSS framework is provided and you can enjoy the full range of classes.</p>
<hr>
<h4>References</h4>
<ol>
	<li><a href=""http://jinja.pocoo.org/docs/templates/"" target=""_blank"">Jinja Templating Language</a></li>
	<li><a href=""http://getbootstrap.com"" target=""_blank"">Bootstrap CSS Framework</a></li>
</ol>
<hr>
<h4>Example</h4>
<pre><code>&lt;h3&gt;{{ doc.select_print_heading or ""Invoice"" }}&lt;/h3&gt;
&lt;div class=""row""&gt;
	&lt;div class=""col-md-3 text-right""&gt;Customer Name&lt;/div&gt;
	&lt;div class=""col-md-9""&gt;{{ doc.customer_name }}&lt;/div&gt;
&lt;/div&gt;
&lt;div class=""row""&gt;
	&lt;div class=""col-md-3 text-right""&gt;Date&lt;/div&gt;
	&lt;div class=""col-md-9""&gt;{{ doc.get_formatted(""invoice_date"") }}&lt;/div&gt;
&lt;/div&gt;
&lt;table class=""table table-bordered""&gt;
	&lt;tbody&gt;
		&lt;tr&gt;
			&lt;th&gt;Sr&lt;/th&gt;
			&lt;th&gt;Item Name&lt;/th&gt;
			&lt;th&gt;Description&lt;/th&gt;
			&lt;th class=""text-right""&gt;Qty&lt;/th&gt;
			&lt;th class=""text-right""&gt;Rate&lt;/th&gt;
			&lt;th class=""text-right""&gt;Amount&lt;/th&gt;
		&lt;/tr&gt;
		{%- for row in doc.items -%}
		&lt;tr&gt;
			&lt;td style=""width: 3%;""&gt;{{ row.idx }}&lt;/td&gt;
			&lt;td style=""width: 20%;""&gt;
				{{ row.item_name }}
				{% if row.item_code != row.item_name -%}
				&lt;br&gt;Item Code: {{ row.item_code}}
				{%- endif %}
			&lt;/td&gt;
			&lt;td style=""width: 37%;""&gt;
				&lt;div style=""border: 0px;""&gt;{{ row.description }}&lt;/div&gt;&lt;/td&gt;
			&lt;td style=""width: 10%; text-align: right;""&gt;{{ row.qty }} {{ row.uom or row.stock_uom }}&lt;/td&gt;
			&lt;td style=""width: 15%; text-align: right;""&gt;{{
				row.get_formatted(""rate"", doc) }}&lt;/td&gt;
			&lt;td style=""width: 15%; text-align: right;""&gt;{{
				row.get_formatted(""amount"", doc) }}&lt;/td&gt;
		&lt;/tr&gt;
		{%- endfor -%}
	&lt;/tbody&gt;
&lt;/table&gt;</code></pre>
<hr>
<h4>Common Functions</h4>
<table class=""table table-bordered"">
	<tbody>
		<tr>
			<td style=""width: 30%;""><code>doc.get_formatted(""[fieldname]"", [parent_doc])</code></td>
			<td>Get document value formatted as Date, Currency, etc. Pass parent <code>doc</code> for currency type fields.</td>
		</tr>
		<tr>
			<td style=""width: 30%;""><code>frappe.db.get_value(""[doctype]"", ""[name]"", ""fieldname"")</code></td>
			<td>Get value from another document.</td>
		</tr>
	</tbody>
</table>
","<h3>인쇄 양식 도움말</h3>
<hr>
<h4>소개</h4>
<p>인쇄 양식은 Jinja 템플릿 언어를 사용하여 서버에서 렌더링됩니다. 모든 양식은 서식을 지정할 문서 정보가 담긴 <code>doc</code> 객체에 접근할 수 있습니다. <code>frappe</code> 모듈을 통해 공통 유틸리티에도 접근할 수 있습니다.</p>
<p>스타일 지정에는 Bootstrap CSS 프레임워크가 제공되며 모든 클래스를 사용할 수 있습니다.</p>
<hr>
<h4>참고 자료</h4>
<ol>
	<li><a href=""http://jinja.pocoo.org/docs/templates/"" target=""_blank"">Jinja 템플릿 언어</a></li>
	<li><a href=""http://getbootstrap.com"" target=""_blank"">Bootstrap CSS 프레임워크</a></li>
</ol>
<hr>
<h4>예제</h4>
<pre><code>&lt;h3&gt;{{ doc.select_print_heading or ""Invoice"" }}&lt;/h3&gt;
&lt;div class=""row""&gt;
	&lt;div class=""col-md-3 text-right""&gt;Customer Name&lt;/div&gt;
	&lt;div class=""col-md-9""&gt;{{ doc.customer_name }}&lt;/div&gt;
&lt;/div&gt;
&lt;div class=""row""&gt;
	&lt;div class=""col-md-3 text-right""&gt;Date&lt;/div&gt;
	&lt;div class=""col-md-9""&gt;{{ doc.get_formatted(""invoice_date"") }}&lt;/div&gt;
&lt;/div&gt;
&lt;table class=""table table-bordered""&gt;
	&lt;tbody&gt;
		&lt;tr&gt;
			&lt;th&gt;Sr&lt;/th&gt;
			&lt;th&gt;Item Name&lt;/th&gt;
			&lt;th&gt;Description&lt;/th&gt;
			&lt;th class=""text-right""&gt;Qty&lt;/th&gt;
			&lt;th class=""text-right""&gt;Rate&lt;/th&gt;
			&lt;th class=""text-right""&gt;Amount&lt;/th&gt;
		&lt;/tr&gt;
		{%- for row in doc.items -%}
		&lt;tr&gt;
			&lt;td style=""width: 3%;""&gt;{{ row.idx }}&lt;/td&gt;
			&lt;td style=""width: 20%;""&gt;
				{{ row.item_name }}
				{% if row.item_code != row.item_name -%}
				&lt;br&gt;Item Code: {{ row.item_code}}
				{%- endif %}
			&lt;/td&gt;
			&lt;td style=""width: 37%;""&gt;
				&lt;div style=""border: 0px;""&gt;{{ row.description }}&lt;/div&gt;&lt;/td&gt;
			&lt;td style=""width: 10%; text-align: right;""&gt;{{ row.qty }} {{ row.uom or row.stock_uom }}&lt;/td&gt;
			&lt;td style=""width: 15%; text-align: right;""&gt;{{
				row.get_formatted(""rate"", doc) }}&lt;/td&gt;
			&lt;td style=""width: 15%; text-align: right;""&gt;{{
				row.get_formatted(""amount"", doc) }}&lt;/td&gt;
		&lt;/tr&gt;
		{%- endfor -%}
	&lt;/tbody&gt;
&lt;/table&gt;</code></pre>
<hr>
<h4>공통 함수</h4>
<table class=""table table-bordered"">
	<tbody>
		<tr>
			<td style=""width: 30%;""><code>doc.get_formatted(""[fieldname]"", [parent_doc])</code></td>
			<td>날짜, 통화 등의 형식으로 지정된 문서 값을 가져옵니다. 통화 유형 필드에는 상위 <code>doc</code>을 전달하세요.</td>
		</tr>
		<tr>
			<td style=""width: 30%;""><code>frappe.db.get_value(""[doctype]"", ""[name]"", ""fieldname"")</code></td>
			<td>다른 문서에서 값을 가져옵니다.</td>
		</tr>
	</tbody>
</table>
"
